,Dimension,Number of Phenotypes,Vectors of probability,Std value,Accuracy,Euclidean Distance
143,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",2.0,1.0,0.99
144,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",2.0,0.99,1.131
145,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",2.0,1.0,0.99
146,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",2.0,1.0,0.849
147,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",2.0,0.94,0.707
148,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",2.0,0.96,0.566
149,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",2.0,0.67,0.424
150,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",2.0,0.65,0.283
151,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",2.0,0.51,0.141
152,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",2.0,0.54,0.0
153,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",2.0,0.55,0.141
154,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",2.0,0.57,0.283
155,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",2.0,0.76,0.424
156,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",2.0,0.96,0.566
157,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",2.0,0.96,0.707
158,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",2.0,1.0,0.849
159,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",2.0,1.0,0.99
160,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
161,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
162,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
163,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,1.0,0.707
164,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,1.0,0.566
165,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,0.98,0.424
166,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.66,0.283
167,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.6,0.141
168,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.51,0.0
169,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.6,0.141
170,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.55,0.283
171,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,0.97,0.424
172,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,0.73,0.566
173,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,1.0,0.707
174,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,0.98,0.849
175,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,1.0,0.99
176,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
177,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
178,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
179,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,1.0,0.707
180,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,1.0,0.566
181,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,0.9,0.424
182,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.5,0.283
183,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.58,0.141
184,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.53,0.0
185,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.56,0.141
186,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.72,0.283
187,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,1.0,0.424
188,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,1.0,0.566
189,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,1.0,0.707
190,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,1.0,0.849
191,2,2,"[array([0.05, 0.1 , 0.1 , 0.75]), array([0.75, 0.1 , 0.1 , 0.05])]",1.0,1.0,0.99
192,2,2,"[array([0.8, 0.1, 0.1, 0. ]), array([0. , 0.1, 0.1, 0.8])]",1.0,1.0,1.131
193,2,2,"[array([0.75, 0.1 , 0.1 , 0.05]), array([0.05, 0.1 , 0.1 , 0.75])]",1.0,1.0,0.99
194,2,2,"[array([0.7, 0.1, 0.1, 0.1]), array([0.1, 0.1, 0.1, 0.7])]",1.0,1.0,0.849
195,2,2,"[array([0.65, 0.1 , 0.1 , 0.15]), array([0.15, 0.1 , 0.1 , 0.65])]",1.0,0.98,0.707
196,2,2,"[array([0.6, 0.1, 0.1, 0.2]), array([0.2, 0.1, 0.1, 0.6])]",1.0,1.0,0.566
197,2,2,"[array([0.55, 0.1 , 0.1 , 0.25]), array([0.25, 0.1 , 0.1 , 0.55])]",1.0,0.92,0.424
198,2,2,"[array([0.5, 0.1, 0.1, 0.3]), array([0.3, 0.1, 0.1, 0.5])]",1.0,0.52,0.283
199,2,2,"[array([0.45, 0.1 , 0.1 , 0.35]), array([0.35, 0.1 , 0.1 , 0.45])]",1.0,0.54,0.141
200,2,2,"[array([0.4, 0.1, 0.1, 0.4]), array([0.4, 0.1, 0.1, 0.4])]",1.0,0.59,0.0
201,2,2,"[array([0.35, 0.1 , 0.1 , 0.45]), array([0.45, 0.1 , 0.1 , 0.35])]",1.0,0.51,0.141
202,2,2,"[array([0.3, 0.1, 0.1, 0.5]), array([0.5, 0.1, 0.1, 0.3])]",1.0,0.62,0.283
203,2,2,"[array([0.25, 0.1 , 0.1 , 0.55]), array([0.55, 0.1 , 0.1 , 0.25])]",1.0,0.98,0.424
204,2,2,"[array([0.2, 0.1, 0.1, 0.6]), array([0.6, 0.1, 0.1, 0.2])]",1.0,1.0,0.566
205,2,2,"[array([0.15, 0.1 , 0.1 , 0.65]), array([0.65, 0.1 , 0.1 , 0.15])]",1.0,1.0,0.707
206,2,2,"[array([0.1, 0.1, 0.1, 0.7]), array([0.7, 0.1, 0.1, 0.1])]",1.0,1.0,0.849
